Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,17.7,14.2,21.6,14.2 - 21.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.2,18.1,24.5,18.1 - 24.5
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.4,16.7,24.6,16.7 - 24.6
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,19.5,15.8,23.6,15.8 - 23.6
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.7,17.9,25.9,17.9 - 25.9
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,25.3,19.7,31.6,19.7 - 31.6
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,26,21.5,30.8,21.5 - 30.8
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,18.9,15.1,23.2,15.1 - 23.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,18.4,15.8,21.2,15.8 - 21.2
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,19.1,16.6,21.6,16.6 - 21.6
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.7,17.6,24,17.6 - 24.0
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,14.9,12,18.3,12.0 - 18.3
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,16.1,11.8,21.1,11.8 - 21.1
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.8,16.8,25.2,16.8 - 25.2
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,17.8,12.7,23.9,12.7 - 23.9
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.3,16.4,24.7,16.4 - 24.7
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.3,17.4,25.7,17.4 - 25.7
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,14.6,11.5,18.3,11.5 - 18.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.6,17.1,24.5,17.1 - 24.5
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.4,16.7,24.5,16.7 - 24.5
Symptoms of Depressive Disorder,By State,New York,New York,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.2,17.6,25.2,17.6 - 25.2
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.4,18.6,28.8,18.6 - 28.8
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,16.7,12.2,22,12.2 - 22.0
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.9,19.8,28.3,19.8 - 28.3
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.3,19,28.1,19.0 - 28.1
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.9,21.1,26.9,21.1 - 26.9
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,19.5,16.5,22.8,16.5 - 22.8
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,14.9,11.2,19.3,11.2 - 19.3
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.7,16.2,25.8,16.2 - 25.8
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,19.8,14.6,26,14.6 - 26.0
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,22.3,18.4,26.6,18.4 - 26.6
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.9,21.4,26.4,21.4 - 26.4
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21,17.9,24.3,17.9 - 24.3
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.5,14.7,27.4,14.7 - 27.4
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,19.4,15.6,23.7,15.6 - 23.7
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,22.7,19.5,26.1,19.5 - 26.1
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,24.8,19.1,31.3,19.1 - 31.3
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,19.7,15.8,24,15.8 - 24.0
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,16.4,11.7,22.1,11.7 - 22.1
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,21.5,21,22.1,21.0 - 22.1
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,34.6,32,37.3,32.0 - 37.3
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,25.8,24.1,27.5,24.1 - 27.5
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.7,21.2,24.4,21.2 - 24.4
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.6,18.3,20.9,18.3 - 20.9
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,15.7,14.4,17.1,14.4 - 17.1
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,12.1,10.5,13.9,10.5 - 13.9
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,10.2,6.8,14.5,6.8 - 14.5
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.7,18.7,20.7,18.7 - 20.7
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.3,22.5,24.1,22.5 - 24.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,27.4,25.1,29.8,25.1 - 29.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.5,18.9,20.2,18.9 - 20.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.1,20.9,25.3,20.9 - 25.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.6,17.4,21.9,17.4 - 21.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,31,27.5,34.6,27.5 - 34.6
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,29,25,33.3,25.0 - 33.3
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.7,22.2,25.3,22.2 - 25.3
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,24.5,23.7,25.4,23.7 - 25.4
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,15.2,14.6,15.8,14.6 - 15.8
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.7,17.8,28.2,17.8 - 28.2
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.5,17.4,23.9,17.4 - 23.9
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.3,16.1,22.8,16.1 - 22.8
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.1,17.2,27.6,17.2 - 27.6
Symptoms of Depressive Disorder,By State,California,California,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,24.7,22.5,27,22.5 - 27.0
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.8,19.8,26.1,19.8 - 26.1
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.4,18.8,26.3,18.8 - 26.3
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.2,14.7,24.3,14.7 - 24.3
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.8,16.7,32.1,16.7 - 32.1
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,21.5,18.5,24.6,18.5 - 24.6
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.9,17.2,25,17.2 - 25.0
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.7,14.2,26.3,14.2 - 26.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,18.9,14.5,24,14.5 - 24.0
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,21,17.4,25,17.4 - 25.0
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,21.5,17.2,26.4,17.2 - 26.4
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.2,15.4,23.5,15.4 - 23.5
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,16.1,12.9,19.8,12.9 - 19.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.9,17.3,25,17.3 - 25.0
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,27.6,20.8,35.2,20.8 - 35.2
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,15.7,10.6,22.1,10.6 - 22.1
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,18,14.7,21.7,14.7 - 21.7
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.3,16.2,22.7,16.2 - 22.7
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,16.9,14.3,19.7,14.3 - 19.7
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,17,14.3,20,14.3 - 20.0
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23,17.7,29,17.7 - 29.0
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,16.3,13.4,19.5,13.4 - 19.5
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,17.1,11.8,23.6,11.8 - 23.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.1,15.6,23.1,15.6 - 23.1
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19.4,15.9,23.1,15.9 - 23.1
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.5,15.6,26.1,15.6 - 26.1
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.4,17.7,23.3,17.7 - 23.3
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.7,19.2,26.5,19.2 - 26.5
Symptoms of Depressive Disorder,By State,New York,New York,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.7,19.4,28.3,19.4 - 28.3
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,17.9,14.5,21.7,14.5 - 21.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,16.6,11.4,22.9,11.4 - 22.9
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.9,19.9,28.2,19.9 - 28.2
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,23.3,17.7,29.7,17.7 - 29.7
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,24.2,21.3,27.4,21.3 - 27.4
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.3,18.9,25.9,18.9 - 25.9
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,17.3,13.3,21.9,13.3 - 21.9
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,16.9,12.9,21.5,12.9 - 21.5
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,16.3,12.3,21,12.3 - 21.0
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,25.1,20.9,29.6,20.9 - 29.6
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.8,20.1,25.6,20.1 - 25.6
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.6,17.6,23.8,17.6 - 23.8
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,19,14.1,24.8,14.1 - 24.8
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,22.7,19.1,26.6,19.1 - 26.6
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.2,17.7,22.9,17.7 - 22.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,24,18.6,30.1,18.6 - 30.1
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,20.9,17.5,24.6,17.5 - 24.6
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,30,"May 12 - May 24, 2021",5/12/2021,5/24/2021,21.5,14.4,30.2,14.4 - 30.2
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,20.9,20.2,21.6,20.2 - 21.6
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,33.4,30.6,36.2,30.6 - 36.2
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,25.2,23.5,27.1,23.5 - 27.1
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,22.6,21.1,24.1,21.1 - 24.1
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.4,18.3,20.6,18.3 - 20.6
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,14.7,13.6,15.9,13.6 - 15.9
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,11.4,9.9,13.1,9.9 - 13.1
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,8.2,5.9,11.1,5.9 - 11.1
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.3,18.3,20.3,18.3 - 20.3
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,22.4,21.5,23.3,21.5 - 23.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,26.3,23.8,28.9,23.8 - 28.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.1,18.4,19.9,18.4 - 19.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,22.2,19.9,24.7,19.9 - 24.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,15.6,13.7,17.7,13.7 - 17.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,32.3,28.4,36.5,28.4 - 36.5
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,28.5,24.8,32.5,24.8 - 32.5
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,23.7,22.2,25.3,22.2 - 25.3
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,23.6,22.5,24.7,22.5 - 24.7
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,14.5,13.9,15.1,13.9 - 15.1
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21.5,16.5,27.2,16.5 - 27.2
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,17.1,13.6,21,13.6 - 21.0
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21.9,18,26.2,18.0 - 26.2
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,24.1,19.1,29.8,19.1 - 29.8
Symptoms of Depressive Disorder,By State,California,California,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,23,20.6,25.6,20.6 - 25.6
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.6,16,23.6,16.0 - 23.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,16.2,13.1,19.6,13.1 - 19.6
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21.1,15.8,27.2,15.8 - 27.2
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,20.3,15.8,25.5,15.8 - 25.5
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,16.9,13.8,20.4,13.8 - 20.4
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21.8,17.9,26,17.9 - 26.0
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.7,15.2,24.8,15.2 - 24.8
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,17.3,12.8,22.6,12.8 - 22.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21.2,17.5,25.4,17.5 - 25.4
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21,17.5,24.9,17.5 - 24.9
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.8,16.3,23.8,16.3 - 23.8
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,18.9,15.2,23.1,15.2 - 23.1
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.5,15.5,24,15.5 - 24.0
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,24.5,19.3,30.2,19.3 - 30.2
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,18.3,13.7,23.6,13.7 - 23.6
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,16.5,13.5,20,13.5 - 20.0
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,18.3,15.4,21.4,15.4 - 21.4
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,17.5,14.5,20.9,14.5 - 20.9
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,19.5,16.4,22.8,16.4 - 22.8
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,23.8,18.9,29.3,18.9 - 29.3
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,24.3,20.4,28.4,20.4 - 28.4
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,13.6,10.1,17.9,10.1 - 17.9
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,15.3,12,19.1,12.0 - 19.1
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,28.2,23.4,33.4,23.4 - 33.4
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,26.3,21.5,31.5,21.5 - 31.5
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,21.8,18,26.1,18.0 - 26.1
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,31,"May 26 - Jun 7, 2021",5/26/2021,6/7/2021,23.7,19.4,28.5,19.4 - 28.5
